,0
0,0.09950004759764337
1,0.07944346549519364
2,0.11305038451114302
3,0.052903941161609146
4,0.07581068708241254
5,0.08397927353604383
6,0.06818509958794111
7,0.12844875230302372
8,0.1631829364151754
9,0.13961959427682594
10,0.16354817034571079
11,0.08718615867232116
12,0.1260351491340932
13,0.11161040314391875
14,0.13514368841019936
15,0.06506484014384772
16,0.08319904917413275
17,0.15039736041502763
18,0.12490689921044568
19,0.09624667799353745
20,0.12333411064178562
21,0.09122842041562168
22,0.09934488660059239
23,0.06647987771205166
24,0.16737974374828873
25,0.06535551289867707
26,0.06002496204899436
27,0.09826702563501293
28,0.1360848700842554
29,0.08578609022611013
30,0.1303086908881849
31,0.0846220910404556
32,0.1649559585142217
33,0.08238884110725302
34,0.09386087496709174
35,0.1415487964400244
36,0.09341931499170492
37,0.1193424097300487
38,0.10313893286393382
39,0.09375029317768598
40,0.13088228663800675
41,0.11577218924113487
42,0.0986119398887072
43,0.17431872474397098
44,0.07779066121502348
45,0.1119856287087129
46,0.11220392819090401
47,0.12017549894669266
48,0.09757109293262324
49,0.06896610555828447
50,0.06268591477785487
51,0.0974665369471698
