,0
0,2.1287450352705526
1,2.2122179650158538
2,2.4632514005055275
3,2.209840497111256
4,2.2241672984552827
5,2.2502066781386474
6,2.7328533944923192
7,2.3628011460264418
8,2.3450924612179955
9,2.381158870398232
10,2.4354318967647948
11,2.263114214018925
12,2.361391518832744
13,2.2973841232117262
14,2.203077966298696
15,2.0938978089029634
16,2.3443676171184853
17,2.3202604559755717
18,2.3851766772417724
19,2.405439784723348
20,2.3144995214206467
21,2.3302726315771762
22,2.35754509261985
23,2.315189900999818
24,2.5282834036821935
25,2.187439162555253
26,2.444499027384472
27,2.491497600805351
28,2.2440602734864648
29,2.2743439226335296
30,2.4690756034803463
31,2.3215344656197052
32,2.2891987670200677
33,2.128764573649961
34,2.3383291128615045
35,2.431975184187692
36,2.1244874317991367
37,2.4044378784834324
38,2.2579798720119397
39,2.3306382316443885
40,2.202518143404334
41,2.3228178786846825
42,2.3528314796724894
43,2.298952239063437
44,2.4559907586455267
45,2.261126255014247
46,2.2002526886449427
47,2.299533792779427
48,2.1228284491801555
49,2.3245923607108576
50,2.1836475673478577
51,2.145073473545716
