,0
0,2.435050453121532
1,2.1750979018092966
2,3.1856720210362734
3,2.691706432097079
4,2.314621304898511
5,2.0060621813324073
6,5.473847107351427
7,2.2095745668609803
8,2.0990960595881907
9,3.283634832695369
10,4.747747326261697
11,2.0812633747320235
12,5.668503043918957
13,2.0604084037957944
14,2.0082435258134446
15,5.859166309893173
16,2.2256598115631228
17,4.8866145571742
18,4.985248496635407
19,3.3456351287888744
20,2.95428801599691
21,3.3534079333160633
22,2.3906619450318694
23,2.404860174600974
24,2.64191623360895
25,2.0084314769692493
26,2.5542493552474896
27,2.8415521859889314
28,2.6849593114533796
29,2.8019547578474517
30,2.7838823877477434
31,2.116470657309269
32,2.939658997792698
33,3.317973899175892
34,4.496873009105623
35,3.217558048833306
36,1.9414958276627885
37,4.502257601077327
38,2.0381875536966385
39,2.2594677775539194
40,2.291589731288216
41,2.1337916339410756
42,2.949364556462546
43,2.4762298531698246
44,2.2015381843770667
45,3.968195444576761
46,3.566560107852015
47,2.1261954839218706
48,1.940389358589043
49,5.686504347535652
50,2.205177475941165
51,1.8888048298257245
