,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,1.8700926780725728,2.02518346445959,2.4964521766397154,3.6658438678823755,2.183818426945702,1.9357028489535548,4.143119163690465,2.3984342577178244,2.1621983798426383,3.7289317607473147,2.894628376598928,2.2222851561439807,2.4077065957086483,2.2690559261293664,2.2399066905263316,2.225968759319239,1.8160077818775404,3.2298926974815587,4.51816945183392,2.546176106330622,2.627888433298086,2.610905844563873,2.1416237981941184,3.473169179626646,2.073855600029324,2.553116942017127,2.2716081269103747,3.00878755852248,2.3804526857201096,3.1624758293141455,2.2552965924844988,2.0214558681716954,2.1553365241641527,4.6761973571825965,2.2069172084766504,2.0285589731943925,2.3152628020331854,2.441253693982598,2.827626730675418,2.7551123359615826,2.272664687264709,2.0849845390499353,3.9515609911997047,2.179981690322411,2.1448510927321824,1.696475790175705,4.059939930205383,1.98859485804924,1.8753538090579107,2.479703018661744,2.1440161515813374,1.8335914583380573
1,1.7276789855535575,2.5028747247572416,2.9779324025951577,2.452061647189645,1.9150675233157346,2.3058591887501287,2.3977070535756013,2.748235336272597,2.1334635164823976,5.027760956843695,2.802915570567141,1.9840533514337242,2.588617481715566,2.1671439047806196,1.8094871832008188,2.0148604237351644,1.9795359841174371,3.4501683172450197,4.175193829386551,2.3524048607928454,2.150052857088313,3.9059716454290605,2.177646881086923,2.8407169977305258,2.4578480218679015,1.7037701869487276,2.702674769323006,4.109538864574884,2.0088995850706306,2.619670279442351,2.3631987481712606,1.944550737654591,2.131353440266216,4.418069174331944,2.8879612907063947,1.7071219487573455,2.245013538160817,1.8280093628070415,3.0968710732043894,2.69520348305477,2.205094001311973,2.0564204567238953,3.3480918181333403,2.5712725145606234,1.834479534425734,2.15224159414029,5.393642388219945,1.6410747226697486,2.0791107903169115,3.307842448736734,2.618530905089719,1.8905019289858693
2,2.2847393432666383,1.9306763063125625,2.221701829773576,2.8826797211730373,1.6360807108516944,1.5002793662100662,3.2729905624294964,2.1541052591695626,2.071392396958953,3.5711232819896215,2.6685927211210596,2.483552119948806,2.6546331061127044,2.153755709621186,1.9055644301773502,3.5784726293252147,2.620636966535902,3.72176694475682,2.5840248662636296,2.104325764430881,1.9362651327901224,4.122626995162387,1.9409089840858267,2.798660270334008,3.143357268970844,3.2814838977428678,2.4577169596071644,8.411575484505805,2.109559554126078,2.810778032215233,3.15811283477439,2.7867948843167705,2.033292905358186,5.219084168712175,2.2178189557807375,2.705406421054614,2.3700620197927638,2.0701353070249136,2.07979685975765,2.330163514672664,2.840896412667033,2.1502188201723857,3.428178601787736,2.4321067276105395,1.7976207036733325,2.208797462079833,3.873764860649072,1.832290072094579,1.864044893964934,2.5610442466596948,2.2394848457322993,1.9859872495585074
3,2.0017991544411804,2.4630224993784107,2.296141745770932,2.683754251308571,2.337558735598943,1.9861678342397941,2.274462323654645,2.41012289777478,1.7520058856833534,6.078383552863392,3.1309937416534996,2.2225761930061085,3.0266872644810916,2.4526713740865427,1.9343805365546212,2.5975648044116473,3.0293302287881287,2.697593865715794,4.095161119098105,2.4121712533970494,1.6984930873490738,3.7513209869491386,2.6018637185502103,3.0390698947634376,2.3763546479512097,2.019086067141436,2.4829893701934673,5.477813792917403,2.0993241791906776,4.199787751343534,2.4440111699197433,1.9574368073318973,2.3828214877632257,5.700347305386277,2.142183662593723,1.897785462646876,1.9228903890157032,1.8081132702771479,2.042685501270708,2.9187916711857627,1.7936323287375326,2.1255334460144373,2.419085453772751,1.7339320632113675,2.013477222700271,2.3619665118829603,4.52586112557305,2.111678992247995,1.8508604756244758,2.941140476275563,2.113786187106553,1.9560647253892456
4,1.5101918133541063,2.0385099150823156,2.5592635443122544,2.2880342799137297,2.0395900637502162,1.6383598602625555,2.560308927473885,2.5110184495818464,2.678446786952681,4.781226160112623,3.0404244330434578,2.066913879189239,3.445389239607309,2.3432327730618865,2.0546216595418367,2.5111477720920736,2.7073663103700585,2.705820993788978,2.790268603840285,3.4144882786554835,2.191714330307519,2.8191368248075626,2.660954054014276,3.018049812923246,2.1785257355949135,2.065909210956511,2.6839227033420947,3.9082148112306676,2.6597203302027084,3.7934313259798893,2.634886807242588,2.236834417492541,2.1656559414307317,7.42586181352719,2.8667053384067023,1.9419518591971814,2.011029630278566,2.189101874519522,3.8100373622929107,2.0599461722190116,2.2178773837436814,1.6844596556214475,2.815731677884481,3.147594809788488,2.619385244448438,2.5910553893598496,4.235923465300746,2.360660455466692,2.122885739170401,3.702217438881929,2.2481228329848224,2.194366444193867
5,2.0348189842608795,1.8012342788171898,2.791872105928985,3.496873024519218,2.2915629284717856,1.9770454160491806,2.686839896595881,2.0346647308679273,2.0954058440475674,4.5177667219467486,4.388958493372713,2.0711235440810163,1.9170890244579133,2.3725737458016645,2.338422280269478,3.251084188328863,2.452909710485821,3.111960251963465,2.6639160421624712,2.54523269115582,2.557273307252634,4.7273616323156995,2.5017874754390075,2.4381527741473525,1.755978540291472,2.218902981370567,1.9414023356685115,7.600419406962932,2.068680728912506,3.2485419648920573,2.1691004614438842,2.3024934604161396,2.155662134795447,6.314045027159319,2.2599237394396883,2.2880063228954923,1.9466036634360924,2.5842843466082517,1.9447413299618854,1.8807371109293531,2.357803523711911,2.3873446035345687,2.281125178194549,1.9763912826230912,1.8126878664679267,1.9313651616827834,6.001698419493938,2.5867183551379314,2.4989845374301543,3.385548081728857,1.6061353663251716,2.09498051905486
6,1.9607267811544034,2.9897919693753754,2.258801354940274,1.9890425812706747,2.0543513721033473,2.198794235345175,2.796929534252903,2.5068725112434436,2.413757965584715,4.424045372778257,3.086854959523212,2.0035622123313823,3.2497328129467427,3.3113530676743252,2.1178376863337354,3.4220473050213016,1.9380733938667973,2.8420618434935068,4.566619447736752,2.5605701784551367,2.1855615197079308,4.206654538745382,2.0285517085569533,2.7487755095863053,1.7705069135985232,2.4256668809281146,1.9746453401557236,3.5205421313074647,2.290340396241234,2.655636121661958,2.237311966904149,1.6315390157385368,2.581004476741381,5.033637704804993,2.127859364978981,2.443123908062147,2.1987532320511436,2.4243668175231132,2.433162480261877,2.5578568663261065,1.8789564946903483,2.096346392690354,2.7294400883235235,2.2180377233717112,1.895286982326609,2.508898322824584,5.661562471577634,2.3366684199330536,1.7416530224237503,2.768720447676007,2.253627725920979,1.8829678782859955
7,1.8421331304080755,2.9127669433757815,3.239752718610612,2.743756445274792,2.828457133363251,2.465393517522067,2.276693093794319,2.3087522097303643,2.1372508489416417,5.5478015787200725,2.393670737715637,1.8630361692935418,2.2109008183620737,2.252814879943479,2.922306901010954,2.358686787969323,3.071030827984643,3.560258843146541,4.24190037555787,2.3444129133138425,2.3360372561431015,3.777036450394902,3.1207810321659726,3.565843840175562,2.2856604037129316,2.5542718756023612,2.42726643840705,5.195415816242352,2.084931266433137,5.018243024617227,2.195242463755614,1.6576418129564663,3.355427093872003,7.225931671734019,2.319552237470041,2.0209123182455175,2.167896358644467,1.9599160866924017,2.5440986397916032,2.8105270131403812,2.236906964757865,1.6149282394024689,3.58944998420191,2.1246146268010873,2.6682766952430086,2.0149073563724373,5.372416660943976,2.3921172633964387,1.892453658691702,3.8748437026060167,1.9562416345271836,2.19716915327643
8,3.3628840067939056,2.518638370601047,2.6921453628914023,2.819945778567979,1.925245274614515,2.0869460601911083,2.048226880589437,2.8219649007772083,2.5415856393837744,4.336000958808746,2.4109967285783247,2.1289570739701364,2.9282928093806118,2.1517592139856228,1.7630063436533219,2.1622156404953095,2.1689536065728303,3.7878005224310276,4.157232782730594,1.6978759284963425,2.636831378863706,3.3149712885360443,2.1975814817404733,3.0898651643864845,2.2756346375836976,1.7592425670527394,2.026669373602356,4.058117343986082,2.9086842764219965,3.3627245234104337,2.264302794082172,2.4494887741748608,2.323928771171814,4.130191401868747,2.8026504194155497,2.0869384709201078,2.4648239541043133,2.3097185634099118,2.410138728156932,1.9224980072288695,2.1964826850093666,2.327477308143729,2.6262178698032987,1.7039858277813604,2.0761963654791793,2.193932506036581,7.248438695607072,2.086000438771762,1.8744865083853492,4.133854542614868,2.067129136533134,2.179533825555041
9,1.8788379867352254,2.258155691762432,2.208810262333903,2.6905269537074084,1.8658194921116538,1.6092196894668607,4.078833425828087,1.9240729444587763,2.0747431356052104,3.7961355162100485,2.0209574206184455,2.400248331180265,2.465803991063308,1.9776546490675326,2.6251405540053883,2.1379781619236047,2.8424169462890116,3.675874832192699,3.379321593041394,2.3629290127175016,2.0819053229691384,4.670384061686824,1.8811094868844573,2.6683799588898807,3.529707029762117,1.928337111140896,2.502869827311396,3.8534262017352403,2.069351665821342,4.091090397396339,2.4678496661543474,3.285765097830864,2.3058317097466645,6.459140771317069,2.4891289058456074,2.5362119532713967,2.439135602128537,2.0355520353812473,2.725423807398007,2.4958821566760614,2.456778328590046,2.1149549323046157,2.000839458774254,1.8274195767141534,2.177307612992428,2.783659004818618,4.523453327683668,1.8808672510096969,3.214174480579495,3.1071390248051656,1.6739121042725122,2.358501145278712
