,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.9690514666666666,0.9543072967974204,0.9952876712328768,0.9426666666666667,0.9426666666666667,1500.0,1.3934810161590576
1,0.968155161904762,0.9532569127638707,0.9950684931506849,0.94,0.94,1500.0,1.3199005126953125
2,0.9698375238095238,0.9537334715136495,0.995013698630137,0.9393333333333334,0.9393333333333334,1500.0,1.2046821117401123
3,0.9689787238095239,0.9575426772215331,0.9956712328767123,0.9473333333333334,0.9473333333333334,1500.0,1.1981754302978516
4,0.969837580952381,0.9565031769743769,0.9954520547945206,0.9446666666666667,0.9446666666666667,1500.0,1.2914402484893799
5,0.9683781523809524,0.9534889140667765,0.9951232876712329,0.9406666666666667,0.9406666666666667,1500.0,1.2214109897613525
6,0.9685330095238094,0.9561306104694175,0.9952876712328768,0.9426666666666667,0.9426666666666667,1500.0,1.2509887218475342
7,0.968845657142857,0.9540276775893983,0.9951780821917808,0.9413333333333334,0.9413333333333334,1500.0,1.6165494918823242
8,0.9694712571428572,0.9554622651431343,0.9953972602739726,0.944,0.944,1500.0,1.2252743244171143
9,0.9695238285714285,0.9558676759168012,0.9953972602739726,0.944,0.944,1500.0,1.4215962886810303
