,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.5634694095238095,0.05883629924295725,0.9237260273972603,0.072,0.072,1500.0,1.4368462562561035
1,0.5624073523809523,0.05455825160929811,0.9235068493150685,0.06933333333333333,0.06933333333333333,1500.0,1.3410732746124268
2,0.5623294666666666,0.05764450180584731,0.9242739726027397,0.07866666666666666,0.07866666666666666,1500.0,1.2967877388000488
3,0.5644478666666667,0.05507335300142805,0.9238356164383562,0.07333333333333333,0.07333333333333333,1500.0,1.2946298122406006
4,0.56208,0.05574831554200686,0.9237260273972603,0.072,0.072,1500.0,1.3169734477996826
5,0.5695832476190477,0.055883333265013255,0.9237808219178082,0.07266666666666667,0.07266666666666667,1500.0,1.3153579235076904
6,0.560927342857143,0.05695114117238962,0.923945205479452,0.07466666666666667,0.07466666666666667,1500.0,1.330859661102295
7,0.5654080190476191,0.056518472243114584,0.9246027397260274,0.08266666666666667,0.08266666666666667,1500.0,1.4243793487548828
8,0.5652150095238095,0.05590196312709199,0.923945205479452,0.07466666666666667,0.07466666666666667,1500.0,1.2953591346740723
9,0.5682206952380953,0.05494301262986974,0.9237260273972603,0.072,0.072,1500.0,1.300431728363037
