,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.7309013714285714,0.4096156029950301,0.9495890410958904,0.38666666666666666,0.38666666666666666,1500.0,1.2542455196380615
1,0.7409952952380954,0.4149311338262118,0.9496438356164384,0.3873333333333333,0.3873333333333333,1500.0,1.2619428634643555
2,0.743574,0.41748722757710854,0.9495890410958904,0.38666666666666666,0.38666666666666666,1500.0,1.389444351196289
3,0.7480792571428572,0.4187414286189892,0.9504109589041095,0.39666666666666667,0.39666666666666667,1500.0,1.4173080921173096
4,0.73432,0.4095914248740376,0.9495342465753425,0.386,0.386,1500.0,1.240830659866333
5,0.7376506095238095,0.4112089775943951,0.9494246575342465,0.38466666666666666,0.38466666666666666,1500.0,1.2290868759155273
6,0.7274858857142856,0.4047992460720437,0.9495342465753425,0.386,0.386,1500.0,1.2999539375305176
7,0.7451797142857144,0.41725288435269947,0.9494794520547946,0.38533333333333336,0.38533333333333336,1500.0,1.460003137588501
8,0.7401862857142858,0.4138219667782035,0.9494794520547946,0.38533333333333336,0.38533333333333336,1500.0,1.2625396251678467
9,0.7474503809523809,0.4128568574332543,0.9489863013698631,0.37933333333333336,0.37933333333333336,1500.0,1.2313499450683594
