,0
0,0.16416165134717353
1,0.10433522645714233
2,0.1395010089629542
3,0.1377855754277767
4,0.10328692723935662
5,0.10165801565861138
6,0.06664193760896159
7,0.10335803611189563
8,0.0873611854067062
9,0.14243866126944557
10,0.07384158907132593
11,0.07581314549638506
12,0.07289837386805799
13,0.12857660687810427
14,0.0718071948482783
15,0.09527126490514262
16,0.13907073881409165
17,0.08928207946213218
18,0.13107817540050845
19,0.12050367831548674
20,0.09025111483662929
21,0.08137436220753336
22,0.1274062406848554
23,0.05564049717500388
24,0.15279483053813847
25,0.07140616202568321
26,0.13569673531502852
27,0.09016355618085732
28,0.13512899950986285
29,0.08819482842178972
30,0.1390015496741758
31,0.07300512411002252
32,0.12955908189651802
33,0.09498221651955555
34,0.0750868651595907
35,0.08822885211935147
36,0.07464262721602774
37,0.11673955462844302
38,0.11181440754111886
39,0.0981293883608636
40,0.10150126334605462
41,0.0822063655929107
42,0.16747784210656483
43,0.13359316036634328
44,0.12286321610845423
45,0.1264555177603612
46,0.11318565047364862
47,0.08299071920530271
48,0.04885077973718589
49,0.21528312726561877
50,0.09461251540804767
51,0.05419130576180664
