,0
0,2.2051071514075327
1,2.3494507454765095
2,2.3660536081209003
3,2.351114641033791
4,2.2193265554727235
5,2.2522620006130047
6,2.6646057231906317
7,2.2076056051093573
8,2.298962747548227
9,2.512696567014431
10,2.165438954373976
11,2.134194688121039
12,2.5707349336455416
13,2.458372175425715
14,2.275026939857369
15,2.447052362986414
16,2.333295143710452
17,3.4176661890233766
18,3.474398716568931
19,2.2893590131482466
20,2.371165408073643
21,2.4964948024756892
22,2.20945596587494
23,2.262115301399823
24,2.40419735473578
25,2.134588250171692
26,2.2437536256688073
27,2.2331853106599895
28,2.4435915426848167
29,2.2762394079734394
30,2.562513742715627
31,2.164593483483993
32,2.330302002609838
33,2.1451079221156446
34,2.298223934281354
35,2.1960176273722305
36,2.3741441513272616
37,2.5641629619892425
38,2.064515010359508
39,2.407090672380123
40,2.230321449323539
41,2.256052299634921
42,2.250899176533469
43,2.344821719234511
44,2.326920935644046
45,2.2361476370907374
46,2.193590669300804
47,2.137237794837538
48,2.267939251366209
49,3.209829122694937
50,2.019927025102733
51,2.2127534367197126
