,0
roc_auc,6.584419801370144e-05
average_precision,0.0005348853579918432
accuracy,0.00020555538829400725
precision,0.0026008466491089168
f1,0.0026008466491089168
detected_anomalies,0.0
fit_time,0.032391466064839836
