,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.9967294047619047,0.9851031062724036,0.995609220636663,0.9444444444444444,0.9444444444444444,1440.0,1.257413387298584
1,0.9967246626984126,0.9896244581156078,0.9973106476399561,0.9659722222222222,0.9659722222222222,1440.0,1.2932772636413574
2,0.9963930357142857,0.9865806329442605,0.9965971459934139,0.9569444444444445,0.9569444444444445,1440.0,1.2307512760162354
3,0.9965939285714286,0.9890972826269291,0.9972008781558727,0.9645833333333333,0.9645833333333333,1440.0,1.2450029850006104
4,0.9961885515873016,0.9870639446281229,0.9969813391877058,0.9618055555555556,0.9618055555555556,1440.0,1.3985600471496582
5,0.9965335912698413,0.9865741880730291,0.9963227222832053,0.9534722222222223,0.9534722222222223,1440.0,1.5106291770935059
6,0.9963974999999998,0.9860439662849996,0.9960482985729967,0.95,0.95,1440.0,1.427184820175171
7,0.9963564682539682,0.9865382396778178,0.9967069154774972,0.9583333333333334,0.9583333333333334,1440.0,1.4347825050354004
8,0.9963941468253968,0.9896183473836287,0.9976399560922063,0.9701388888888889,0.9701388888888889,1440.0,1.4721617698669434
9,0.9960984722222224,0.9893852516189247,0.9974204171240395,0.9673611111111111,0.9673611111111111,1440.0,1.418675184249878
