,0
0,2.2225273008582747
1,2.348046682882555
2,2.4438008251071563
3,2.2758642701965255
4,2.201237182177178
5,2.2019429072382226
6,2.4232749101295417
7,2.377317950738859
8,2.2714776195664284
9,2.233824240042407
10,2.2493064580754423
11,2.2425934792496913
12,2.4413110060247574
13,2.3144509621243685
14,2.38243310159256
15,2.2755602034745968
16,2.3509767071333547
17,2.378181132046029
18,2.3910824501767602
19,2.3834646912889506
20,2.388775437143355
21,2.5442149360913935
22,2.2947764340486563
23,2.4705959196820846
24,2.4833183323485173
25,2.1072021911736423
26,2.280528873022735
27,2.342935406920911
28,2.3377077411920117
29,2.1930696473602636
30,2.4076228593537996
31,2.182414997789666
32,2.3536511270402736
33,2.2796790034598824
34,2.460370343707679
35,2.1286420624476774
36,2.2519054209929212
37,2.328794766259075
38,2.1764012989570256
39,2.4066315701435363
40,2.4922527307516913
41,2.3733435753135264
42,2.5386222866100576
43,2.332933557457919
44,2.286521725391931
45,2.0952091604992638
46,2.1939610953946955
47,2.280077639434098
48,2.1099875269465693
49,2.385596201622496
50,4.463573659479768
51,2.19793795418597
