,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.7224938952380953,0.22567321248466898,0.9382465753424658,0.24866666666666667,0.24866666666666667,1500.0,1.3603322505950928
1,0.7318386761904763,0.2311744202405035,0.9384109589041096,0.25066666666666665,0.25066666666666665,1500.0,1.3807284832000732
2,0.7291405142857142,0.22626168544591221,0.9377534246575342,0.24266666666666667,0.24266666666666667,1500.0,1.3564655780792236
3,0.7326317523809525,0.22582811184446472,0.938027397260274,0.246,0.246,1500.0,1.3460032939910889
4,0.7305218761904761,0.23636037185509157,0.9385753424657535,0.25266666666666665,0.25266666666666665,1500.0,1.308241367340088
5,0.738311161904762,0.23871344867735209,0.9384109589041096,0.25066666666666665,0.25066666666666665,1500.0,1.3190224170684814
6,0.7360611333333332,0.22990237486015785,0.937917808219178,0.24466666666666667,0.24466666666666667,1500.0,1.330749273300171
7,0.7263744,0.22819689041459337,0.9388493150684931,0.256,0.256,1500.0,1.3000953197479248
8,0.7242169428571428,0.21808397641190558,0.9375342465753425,0.24,0.24,1500.0,1.2976703643798828
9,0.7293346857142856,0.22125187855615078,0.9376986301369863,0.242,0.242,1500.0,1.3743140697479248
