,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.5815261714285714,0.055846222332704074,0.9235068493150685,0.06933333333333333,0.06933333333333333,1500.0,1.3545911312103271
1,0.5836740761904762,0.05537027381895289,0.9233424657534247,0.06733333333333333,0.06733333333333333,1500.0,1.3519275188446045
2,0.581032380952381,0.05493456375707669,0.9235068493150685,0.06933333333333333,0.06933333333333333,1500.0,1.3017253875732422
3,0.5797175809523809,0.0551436951970916,0.9232876712328767,0.06666666666666667,0.06666666666666667,1500.0,1.3186190128326416
4,0.5809248,0.055554262811306335,0.9232328767123288,0.066,0.066,1500.0,1.3010454177856445
5,0.5831565142857142,0.055108668690890414,0.9235068493150685,0.06933333333333333,0.06933333333333333,1500.0,1.3483619689941406
6,0.5867945523809524,0.05693023664662361,0.9236712328767124,0.07133333333333333,0.07133333333333333,1500.0,1.309776782989502
7,0.5849969714285714,0.05668425476818487,0.9233972602739726,0.068,0.068,1500.0,1.3124158382415771
8,0.584563561904762,0.0557169713823253,0.9235068493150685,0.06933333333333333,0.06933333333333333,1500.0,1.4296214580535889
9,0.5814042857142857,0.055264313198085044,0.9237260273972603,0.072,0.072,1500.0,1.3078293800354004
