,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.6680718476190477,0.0819492846661081,0.9272876712328767,0.11533333333333333,0.11533333333333333,1500.0,1.380009412765503
1,0.6877156380952382,0.08865325419726167,0.9281643835616439,0.126,0.126,1500.0,1.3746473789215088
2,0.6792252952380953,0.08730734059572184,0.9277808219178082,0.12133333333333333,0.12133333333333333,1500.0,1.3294119834899902
3,0.681050057142857,0.08844533385785579,0.9282739726027397,0.12733333333333333,0.12733333333333333,1500.0,1.3209967613220215
4,0.6786737142857142,0.08766810093533975,0.927945205479452,0.12333333333333334,0.12333333333333334,1500.0,1.3028748035430908
5,0.6732545333333333,0.08446570021009378,0.9271780821917808,0.114,0.114,1500.0,1.3004553318023682
6,0.6859613142857143,0.08863346058032394,0.9276712328767124,0.12,0.12,1500.0,1.312208890914917
7,0.6801193523809523,0.08643454062361089,0.9278356164383562,0.122,0.122,1500.0,1.3237898349761963
8,0.6875273523809523,0.08959471259236162,0.9282191780821918,0.12666666666666668,0.12666666666666668,1500.0,1.2979602813720703
9,0.6704450285714286,0.08218462278603941,0.9277260273972603,0.12066666666666667,0.12066666666666667,1500.0,1.3531067371368408
