,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.9171612380952382,0.8774806800455556,0.9886575342465753,0.862,0.862,1500.0,1.3279376029968262
1,0.9214897333333334,0.8828036298971415,0.9890958904109589,0.8673333333333333,0.8673333333333333,1500.0,1.299424648284912
2,0.9223168476190475,0.8828266647737437,0.9892054794520548,0.8686666666666667,0.8686666666666667,1500.0,1.2410378456115723
3,0.9209135904761905,0.8801628494160921,0.9889315068493151,0.8653333333333333,0.8653333333333333,1500.0,1.2357029914855957
4,0.9215849047619048,0.881806250947578,0.9892054794520548,0.8686666666666667,0.8686666666666667,1500.0,1.2556073665618896
5,0.9235792,0.883798491745942,0.9892602739726027,0.8693333333333333,0.8693333333333333,1500.0,1.2789580821990967
6,0.9204319047619047,0.8792825924842708,0.9888219178082192,0.864,0.864,1500.0,1.224513053894043
7,0.9194565047619048,0.881087496148968,0.9890958904109589,0.8673333333333333,0.8673333333333333,1500.0,1.2364418506622314
8,0.9220036857142857,0.8817701824048757,0.988986301369863,0.866,0.866,1500.0,1.236293077468872
9,0.9228038857142857,0.8808955703933236,0.988986301369863,0.866,0.866,1500.0,1.2437431812286377
