,0
0,0.1002561780861134
1,0.09130151568712246
2,0.13115985378119438
3,0.07116291159314156
4,0.0884611599198663
5,0.12601243868664475
6,0.12468687864406794
7,0.0842078176160115
8,0.8638474522955459
9,0.11431123059551364
10,0.10495498087832147
11,0.09872295070206885
12,0.133615991955666
13,0.11513943196103597
14,0.07633877494910266
15,0.13627046693973535
16,0.14709533817994888
17,0.06428436251376451
18,0.1068972081495331
19,0.14797117152303968
20,0.6173701796118471
21,0.0741521893804933
22,0.06353828707321468
23,0.07009739277339674
24,0.12606245584167086
25,0.08328311274861054
26,0.09342454404254243
27,0.17755625645888579
28,0.17482648391503988
29,0.13617959816952133
30,0.11626674522393897
31,0.1158445144170266
32,0.054426661905127974
33,0.049304877404059685
34,0.10168631296066048
35,0.09406308561459598
36,0.08700712759057873
37,0.16144764474901585
38,0.1162674241315571
39,0.11569715108417218
40,0.09328541065685055
41,0.11290724435797156
42,0.07486229667671244
43,0.08136918507097285
44,0.06569061401983184
45,0.06721132870117678
46,0.11770983115200542
47,0.09171869145581482
48,0.09726548477218844
49,0.10549366255820404
50,2.454318625705633
51,0.12672371565021345
