,0
0,2.210698689956866
1,2.2658131298199597
2,2.281287279390614
3,2.2995231455689633
4,2.0802146700745356
5,2.2084906528316344
6,2.365124404605163
7,2.2083071610889577
8,10.210760686061043
9,2.3849269866071223
10,2.3093686386975127
11,2.1664931989229887
12,2.315011893064026
13,2.086357194145853
14,2.148941935282243
15,2.2124834592230664
16,2.4085091588658813
17,2.163797081744652
18,2.3325665990734974
19,2.5281234371697168
20,8.962618926521468
21,2.1537505847410623
22,2.180824825596914
23,2.082752381438717
24,2.290491438922783
25,2.107725444262786
26,2.1544968571558645
27,2.422340292279099
28,2.3934536203778314
29,2.426927826115816
30,2.383023453920843
31,2.2283207957726705
32,2.277303784444032
33,2.0756697748694775
34,2.324068630405634
35,2.0670605012330787
36,2.1487065315368534
37,2.3241923889793195
38,2.258078686044083
39,2.468528731567081
40,2.384245566339304
41,2.296532348352187
42,2.3146034531432944
43,2.237152334348365
44,2.316424853912582
45,2.0631875311213292
46,2.2894626942953136
47,2.229267390979019
48,2.016630541873461
49,2.1973166967280817
50,11.836835998343771
51,2.2679053799264444
