,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.6944393714285715,0.10326344104329113,0.9294794520547945,0.142,0.142,1500.0,1.3541998863220215
1,0.7116218476190476,0.11105506396780448,0.9309041095890411,0.15933333333333333,0.15933333333333333,1500.0,1.3729925155639648
2,0.7085409714285714,0.10746129725052908,0.9309041095890411,0.15933333333333333,0.15933333333333333,1500.0,1.315279483795166
3,0.6992460571428571,0.10330277782696157,0.9301917808219178,0.15066666666666667,0.15066666666666667,1500.0,1.316685676574707
4,0.7018604571428572,0.10885869916349394,0.929972602739726,0.148,0.148,1500.0,1.3021023273468018
5,0.6975330095238095,0.10307180135458384,0.930082191780822,0.14933333333333335,0.14933333333333335,1500.0,1.3159592151641846
6,0.6870130476190476,0.09666416548338128,0.929972602739726,0.148,0.148,1500.0,1.3055119514465332
7,0.6812787047619048,0.09503482589998234,0.9299178082191781,0.14733333333333334,0.14733333333333334,1500.0,1.321690559387207
8,0.723726,0.11706790130219549,0.9315616438356165,0.16733333333333333,0.16733333333333333,1500.0,1.3066506385803223
9,0.7246363238095238,0.11438794463896215,0.9315616438356165,0.16733333333333333,0.16733333333333333,1500.0,1.2815325260162354
