,0
0,20.131146610764766
1,18.902417493027542
2,19.355040071434296
3,24.497651870246123
4,21.011572797211638
5,22.962798702715805
6,20.60659813453182
7,18.758005431192238
8,24.857949764266717
9,21.483295460128407
