,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.5637835523809523,0.05340657356589529,0.9236164383561644,0.07066666666666667,0.07066666666666667,1500.0,1.5717015266418457
1,0.5661501523809523,0.05331012398705978,0.9233972602739726,0.068,0.068,1500.0,1.4194707870483398
2,0.5647524476190476,0.0552352904190278,0.9244383561643835,0.08066666666666666,0.08066666666666666,1500.0,1.34964919090271
3,0.5657503047619048,0.053321169066776766,0.9235068493150685,0.06933333333333333,0.06933333333333333,1500.0,1.3624017238616943
4,0.5615983619047619,0.05393656411232303,0.924054794520548,0.076,0.076,1500.0,1.3776309490203857
5,0.564461180952381,0.05443181421597888,0.9238356164383562,0.07333333333333333,0.07333333333333333,1500.0,1.4782018661499023
6,0.5678463714285714,0.0547929897082701,0.924,0.07533333333333334,0.07533333333333334,1500.0,1.476306676864624
7,0.5651479619047619,0.054839142319603004,0.923945205479452,0.07466666666666667,0.07466666666666667,1500.0,1.3369269371032715
8,0.5643392571428572,0.05327805846403737,0.9237808219178082,0.07266666666666667,0.07266666666666667,1500.0,1.3760464191436768
9,0.566405,0.05337243657571414,0.9236164383561644,0.07066666666666667,0.07066666666666667,1500.0,1.4291458129882812
