,0
roc_auc,0.0008447496450164131
average_precision,0.0014120191965228018
accuracy,0.00027121903935922015
precision,0.0032998316455372157
f1,0.0032998316455372157
detected_anomalies,0.0
fit_time,0.11836422484653783
