,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.9541254857142858,0.9209148565686897,0.9911232876712329,0.892,0.892,1500.0,1.479407787322998
1,0.9541552476190476,0.9189960343054805,0.9909041095890411,0.8893333333333333,0.8893333333333333,1500.0,1.2657339572906494
2,0.956498342857143,0.9203824361899331,0.9909041095890411,0.8893333333333333,0.8893333333333333,1500.0,1.5149950981140137
3,0.9552217619047618,0.9200856514736468,0.9907945205479453,0.888,0.888,1500.0,1.3384618759155273
4,0.955205380952381,0.918431643412125,0.9908493150684932,0.8886666666666667,0.8886666666666667,1500.0,1.2922873497009277
5,0.9543015333333333,0.9194533998518597,0.9907397260273972,0.8873333333333333,0.8873333333333333,1500.0,1.503633975982666
6,0.9561536952380952,0.9223703490795153,0.9915616438356164,0.8973333333333333,0.8973333333333333,1500.0,1.4999239444732666
7,0.9546213238095238,0.9212905097900828,0.9912876712328768,0.894,0.894,1500.0,1.4794738292694092
8,0.9543114666666668,0.918314200949597,0.9906849315068493,0.8866666666666667,0.8866666666666667,1500.0,1.235903263092041
9,0.9554138952380952,0.9218727706200981,0.991013698630137,0.8906666666666667,0.8906666666666667,1500.0,1.2550809383392334
