,0
0,0.08756384889458185
1,0.1011429942945918
2,0.08888674788338663
3,0.1071117935095931
4,0.10398502965561265
5,0.08419302811276776
6,0.18149294153165188
7,0.0709583144449384
8,0.08911336519939232
9,0.13731043669491522
10,0.19017725838709015
11,0.09301328587850188
12,0.14664580744135494
13,0.14227596004361784
14,0.09816582122457496
15,0.130060783825808
16,0.08625047142618276
17,0.17329849602148456
18,0.1909536869861174
19,0.11800082680009213
20,0.09413443131991774
21,0.0724337769313283
22,0.10657587188811037
23,0.10372913068307339
24,0.12403894119247519
25,0.09843652180966665
26,0.101817769802555
27,0.08315142437237075
28,0.14060155861893123
29,0.07058069850645846
30,0.15222741288071648
31,0.1250821790102394
32,0.12774767700936063
33,0.05790957584571171
34,0.16372902513122295
35,0.07486655863498709
36,0.09373805821702336
37,0.11117448264265331
38,0.1199425403339967
39,0.10556535655938884
40,0.14639762801754463
41,0.0623523035702485
42,0.11689981377084697
43,0.16615679412160264
44,0.0720471246126099
45,0.12371973409304006
46,0.09623010296051866
47,0.09069635166781628
48,0.06118576231184677
49,0.20704635842575217
50,0.0648711204725919
51,0.10125441238304082
