,0
0,2.3442866428084983
1,2.268791795617294
2,2.221237916511927
3,2.3343449063816823
4,2.044892016240337
5,2.0175904535224607
6,3.2256826295610863
7,2.394799044560567
8,2.1847489147191297
9,2.4699964202191
10,2.940928780222848
11,2.15914121905958
12,2.9987308696044206
13,2.307492875013779
14,2.109840208744629
15,2.7228691668249034
16,2.4740772228698678
17,3.066550275221051
18,2.9708981489072666
19,3.0286686490209123
20,2.281735514367889
21,2.4044348435930987
22,2.5320970708073838
23,2.197902578924757
24,2.530587481641815
25,2.1302113990382177
26,2.3300140719214495
27,2.1531254438829626
28,2.5075887996458546
29,2.154672531747397
30,2.7907707153315324
31,2.165073965337241
32,2.4257800974649735
33,2.253742156766375
34,2.5687834778832785
35,2.350764997347472
36,2.099788297935361
37,2.6858496581030886
38,2.3067889799336307
39,2.4426229081173143
40,2.3120193598643333
41,2.3588409973977265
42,2.4104358147166565
43,2.604161949764953
44,2.2849899462384298
45,2.529194925865349
46,2.2857267748785537
47,2.198493040049976
48,2.1221746443622833
49,3.176901457082428
50,2.22323905264295
51,2.209278776566319
