,0
0,2.1272505885857766
1,2.1175226773659577
2,2.3757110324769566
3,2.453576875326859
4,2.17631479236707
5,2.1702510686670573
6,2.538657899135803
7,2.183229550269322
8,2.3158584143107586
9,2.5373867706312736
10,2.3745990712585914
11,2.0721793116986804
12,3.26040062290014
13,2.275489080590323
14,2.276642529045538
15,2.1545141850547833
16,2.4953851365095288
17,2.174967356560461
18,2.497294905702499
19,3.546611773036626
20,2.276002836779526
21,2.4483701873389987
22,2.252390374638303
23,2.225533486719218
24,2.3785013830631248
25,2.2547153306094967
26,2.1975167118188708
27,2.364454255160571
28,2.615704024660258
29,2.2402982413663644
30,2.461758840470185
31,2.125838831870351
32,2.3866965868888728
33,2.1142665388712594
34,2.4618354998829926
35,2.149604648322324
36,2.398776860407888
37,2.137573111474854
38,2.215840269259179
39,2.43644355091262
40,2.308306145999004
41,2.3276084794782648
42,2.330011320198848
43,2.3630621012242803
44,2.24649582860915
45,4.819584537391161
46,2.292881557345797
47,2.2629204853839107
48,2.069146128345356
49,2.298313179351042
50,2.1749749980741013
51,2.365296975274394
