,0
0,3.987559904629183
1,2.0765448926728136
2,2.211642485864264
3,3.864596249856374
4,2.1694121542197142
5,2.0580911499790346
6,4.447704543821605
7,2.490893168747506
8,2.1795582553080006
9,3.5238818156988714
10,3.2858585594239798
11,2.0125164032138936
12,3.989119393062804
13,2.016728284780638
14,2.102849747291567
15,4.18465053832376
16,2.259966456998614
17,4.406854364950703
18,4.520756796720026
19,4.240920629658955
20,2.627599988092536
21,2.5695513908608456
22,3.076733417364105
23,2.452357244136649
24,3.695906258043886
25,2.0500710463005065
26,2.755144702426199
27,2.4296852704812646
28,4.348116039449744
29,3.1770629659194034
30,4.219367649728437
31,2.0805984084267517
32,3.129642605148991
33,2.6559545799275845
34,2.723105315680611
35,2.2927428398036693
36,1.9720888177831715
37,3.3929114993012126
38,1.997019461903676
39,2.105871418687517
40,2.033998050893275
41,2.057307363407369
42,2.783746349059317
43,3.74451589878639
44,2.168115824634738
45,3.495344485207595
46,3.86445424121545
47,2.163051280851877
48,1.9166926288616613
49,4.56986438053111
50,2.2145343000658264
51,1.967849611863241
