,0
0,0.28635045775388457
1,0.10352389566494505
2,0.09128053270181878
3,0.31823038610505977
4,0.1283091416066303
5,0.11598787519975946
6,0.38795814149694696
7,0.13281301504809978
8,0.1226272502971848
9,0.1206077959983189
10,0.22588617136748745
11,0.07727529809252824
12,0.35071878395492495
13,0.09617795204000043
14,0.08230504694250601
15,0.3574128162580136
16,0.10481153479228178
17,0.4145658319155203
18,0.5143191884344998
19,0.3019368023498445
20,0.2375492496586758
21,0.12939124423979612
22,0.17126820696693326
23,0.1048983435011238
24,0.29991023083338175
25,0.08408631870905409
26,0.17462987187264103
27,0.1399222710315807
28,0.37949035609563975
29,0.24385082781696296
30,0.3170093775708359
31,0.1382340056973131
32,0.24275083965399377
33,0.14343043218407653
34,0.10018827439710774
35,0.09925264737865887
36,0.09415758486575651
37,0.1634985911246015
38,0.05722009884400487
39,0.08459172181345602
40,0.080200316706276
41,0.08209408589954184
42,0.16151960891168232
43,0.1125619174385381
44,0.12414937129384788
45,0.21623931291381518
46,0.29684093552801416
47,0.11797810117513467
48,0.07872041297211457
49,0.23914395319812376
50,0.0753217963495316
51,0.07620675279032159
