,0
0,3.0187997394788524
1,1.9286176787560727
2,2.709563234252777
3,2.1697924496786234
4,2.238041872433561
5,2.2568850074178313
6,3.755377171723866
7,2.1454987894162802
8,2.4626091818096945
9,2.9276680960364203
10,3.3443721126171218
11,2.312204882454042
12,3.8243797458994147
13,2.115507126904715
14,2.080808626813627
15,3.458969849576577
16,2.328874973465063
17,2.4222771910771206
18,3.0238022471284722
19,3.588372469540732
20,2.906534761485708
21,3.2444146777354907
22,3.860639446256639
23,2.152606861913403
24,3.399164507244599
25,2.061505965806584
26,2.285338644310645
27,2.4270452626185466
28,3.3729157025828904
29,2.5654101574784507
30,3.5140786303813862
31,1.997125917700925
32,2.360490520285924
33,2.906344423234647
34,3.103421167364592
35,2.544701257186059
36,2.019122722296406
37,2.802759668572332
38,2.0983779913693614
39,2.4023348984464663
40,2.1251600586962285
41,2.8521599357931597
42,2.6958561095045526
43,3.840317316490952
44,3.279817597396505
45,3.6287592862080613
46,2.975427764167353
47,2.054249251689179
48,1.9990326882940976
49,2.6698335136741607
50,3.2816808225034793
51,2.49721833152184
