,roc_auc,average_precision,accuracy,precision,f1,detected_anomalies,fit_time
0,0.8930656761904763,0.6709553624337382,0.9675068493150685,0.6046666666666667,0.6046666666666667,1500.0,1.4193623065948486
1,0.8823852,0.6668733284662862,0.9681095890410959,0.612,0.612,1500.0,1.3028812408447266
2,0.9151218095238096,0.7068609343503148,0.9699726027397261,0.6346666666666667,0.6346666666666667,1500.0,1.2196242809295654
3,0.8890817714285715,0.6644394334646142,0.9671780821917808,0.6006666666666667,0.6006666666666667,1500.0,1.3941471576690674
4,0.9056889904761906,0.6897106883214668,0.9689315068493151,0.622,0.622,1500.0,1.3869497776031494
5,0.9098013714285713,0.698740305962048,0.9694246575342466,0.628,0.628,1500.0,1.3890607357025146
6,0.8928997523809524,0.6720862607830382,0.9677260273972603,0.6073333333333333,0.6073333333333333,1500.0,1.3910765647888184
7,0.893502,0.6743105502020925,0.9677808219178082,0.608,0.608,1500.0,1.3742544651031494
8,0.9070497714285715,0.692060631687487,0.9687671232876712,0.62,0.62,1500.0,1.4577357769012451
9,0.9288051809523811,0.7266797545044766,0.9709589041095891,0.6466666666666666,0.6466666666666666,1500.0,1.6636452674865723
