,0
0,0.15633744496553273
1,0.09716977066780727
2,0.18487048129119885
3,0.042475907516941525
4,0.14607028546082315
5,0.10268881940936708
6,0.09329491545591621
7,0.0623797599909852
8,0.13779685956120205
9,0.15949003775491188
10,0.07157711343456118
11,0.10283884104135459
12,0.12349029346088133
13,0.12357355029392855
14,0.09105232723833813
15,0.11129275277632748
16,0.13607608019511114
17,0.12962540516951232
18,0.06108969018027796
19,0.0999898220502986
20,0.11761847973493018
21,0.14533382210430798
22,0.09847059446682363
23,0.1002241999100946
24,0.1250439776780316
25,0.04762051471981006
26,0.17323713639709076
27,0.1608080558089711
28,0.0785903375198413
29,0.06285670228889523
30,0.09487569128731402
31,0.08928424770198892
32,0.11761777045618466
33,0.09227118327976268
34,0.10292396926027542
35,0.0978555035508913
36,0.046124748195459794
37,0.1775387267158351
38,0.09042645807977025
39,0.0633404795274616
40,0.06476070113068709
41,0.08016691984256083
42,0.09417017053144
43,0.07795314246139559
44,0.07807178723963915
45,0.05910083729351227
46,0.07345506566691319
47,0.09193629967398609
48,0.12040369322362907
49,0.15997175864493898
50,0.6100536450436908
51,0.14986173227089666
