,0
0,2.566070520721259
1,2.083617190232963
2,2.933690486408689
3,3.708073794236816
4,2.198236733219252
5,2.002417058282748
6,3.8311789089319155
7,2.8680971748839497
8,2.331008295865577
9,2.4568013148030814
10,4.3324985222821715
11,2.0352820825595996
12,4.0749762171070385
13,2.112680299190169
14,2.0063880522613893
15,4.043815590747769
16,2.290398871547406
17,4.037719025767949
18,3.5568018914163133
19,3.8611181313942318
20,3.336279088941675
21,4.5238983324607185
22,2.6601058576333516
23,2.283502989670843
24,2.6470848074003825
25,1.986018380407429
26,2.9762082187600187
27,2.3940708354067604
28,3.0887532436302356
29,2.334516365247759
30,3.3896396040682033
31,1.9657649217989017
32,3.4167071260685873
33,2.299199339470938
34,3.536911906428042
35,2.4196340114604693
36,2.067675949873519
37,3.6077752993459216
38,1.9574438857219352
39,2.261550711659465
40,2.113705776151033
41,2.143623622303881
42,2.7116910133384424
43,2.800536892599063
44,2.3224897228018286
45,3.3959255710705123
46,2.3449016406082657
47,2.004577060827215
48,1.8581368954854258
49,3.92163812147366
50,2.7306017090470673
51,2.07491065793538
