,0
0,0.12699028558924766
1,0.12777997230098131
2,0.1496284181558886
3,0.10456275525405738
4,0.12107002914633032
5,0.09360574799984708
6,0.09669876522521687
7,0.10670526481981232
8,0.13496727264260305
9,0.12906053805773646
10,0.07030132398743295
11,0.08181710825733382
12,0.10280322497331616
13,0.12123978774541465
14,0.09571496105001813
15,0.11115620015259121
16,0.06587587844466064
17,0.19572620264031526
18,0.11516368732002545
19,0.08480543731935672
20,0.040371920810855326
21,0.10399787127557075
22,0.09570527657774631
23,0.08900977038801877
24,0.10309498120237019
25,0.10836388894246733
26,0.11572646181055307
27,0.11265648596070447
28,0.1312467955130849
29,0.17012872413522806
30,0.10270324487528933
31,0.11596771425703645
32,0.11778126180047431
33,0.07856997619558678
34,0.18512642058083784
35,0.11563978924994603
36,0.07701914454352077
37,0.1297677502369081
38,0.12681933490119204
39,0.0759160853597222
40,0.13436939569275194
41,0.07313814432148773
42,0.13140270504097049
43,0.10522407583318011
44,0.07876470103335569
45,0.09755795891751631
46,0.1099313510977312
47,0.15210295181628797
48,0.07668368445535283
49,0.11695774148551766
50,0.09528958016355468
51,0.07687675471720182
